quarter,ngov,ngdp,pgdp,pop,recession,unemp,news,rgdp,nfedcurrreceipts_nipa,ndeficit_nipa,tbill,zlb_dummy,rgdp_potcbo,rgdp_pott6,unemp_altcr,rgdp_altcr,pgdp_altcr,ngdp_altcr,ntotrev_nipa,pubfeddebt_treas,fedrevq_treas,fedexpq_treas,nfedexp_nipa,hpunemp_split,hpunemp_full,tbill_interp,nydiscrate
1977.75,448.1,2168.72,0.36036,221105.00,0.00,6.70,0.000,6018.2,379,84.70001,6.11,0.00,6084,5967.181,6.70,6018.2,0.36036,2168.718552,589.9,582.1003,386.94591,462.17529,469.1,6.326872665,6.110263254,6.11,
1978.00,454.8,2208.72,0.36573,221633.00,0.00,6.30,0.000,6039.2,389,88.70001,6.39,0.00,6138,6018.055,6.30,6039.2,0.36573,2208.716616,603.1,596.4065,393.96808,466.38312,483,6.341588243,6.129427483,6.39,
1978.25,473.3,2336.56,0.37242,222182.00,0.00,6.00,0.000,6274,417.4,69.20001,6.48,0.00,6196,6069.3,6.00,6274,0.37242,2336.56308,640.6,607.0997,440.83077,467.33314,491.7,6.355754235,6.148054733,6.48,
1978.50,484,2398.86,0.37865,222814.00,0.00,6.00,0.000,6335.3,435.4,69.19998,7.31,0.00,6254,6120.911,6.00,6335.3,0.37865,2398.861345,657.2,615.4321,438.56482,485.93747,509.8,6.369359725,6.166129175,7.31,
1978.75,497.4,2482.15,0.38661,223473.00,0.00,5.90,0.000,6420.3,453.5,65.90002,8.57,0.00,6312,6172.873,5.90,6420.3,0.38661,2482.152183,681.7,622.7115,450.40458,499.99749,524.7,6.382393443,6.183634832,8.57,
1979.00,502.9,2531.51,0.39352,224051.00,0.00,5.90,11.000,6433,469.6,54,9.38,0.00,6368,6225.198,5.90,6433,0.39352,2531.51416,703.7,630.6439,463.17133,510.07999,529,6.394843747,6.200555561,9.38,
1979.25,517.3,2595.90,0.40304,224638.00,0.00,5.70,0.000,6440.8,480.9,56,9.38,0.00,6422,6277.901,5.70,6440.8,0.40304,2595.900032,718.5,640.2998,501.06727,520.09711,542.3,6.406698516,6.216874936,9.38,
1979.50,531.8,2670.41,0.41165,225299.00,0.00,5.90,0.000,6487.1,493.6,63.59998,9.67,0.00,6473,6330.979,5.90,6487.1,0.41165,2670.414715,738.6,654.5958,490.19989,539.71622,562.6,6.41794513,6.23257623,9.67,
1979.75,550.2,2730.73,0.41986,226024.00,0.00,6.00,0.000,6503.9,504,69,11.84,0.00,6520,6384.413,6.00,6503.9,0.41986,2730.727454,754.4,672.184,512.63997,581.05556,578.8,6.428570266,6.247642199,11.84,
1980.00,571.2,2796.51,0.42859,226652.00,1.00,6.30,169.100,6524.9,518.9,84.59998,13.35,0.00,6562,6438.23,6.30,6524.9,0.42859,2796.506891,777.3,691.9404,519.46106,606.30786,609.5,6.438560081,6.262055266,13.35,
1980.25,586.9,2799.96,0.438,227278.00,1.00,7.30,0.000,6392.6,515.8,110.7,9.62,0.00,6597,6492.403,7.30,6392.6,0.438,2799.9588,774.2,711.8998,546.14707,636.68428,632.9,6.447900305,6.275797608,9.62,
1980.50,591.8,2860.05,0.44808,227955.00,1.00,7.70,0.000,6382.9,535.5,119.3,9.15,0.00,6630,6546.957,7.70,6382.9,0.44808,2860.049832,803.4,730.3676,568.53733,656.31032,661.8,6.456576526,6.288851439,9.15,
1980.75,613.4,2993.54,0.46046,228603.00,0.00,7.40,0.000,6501.2,564.6,104.6,13.61,0.00,6662,6601.886,7.40,6501.2,0.46046,2993.542552,842.4,747.5512,583.35654,637.34477,675.8,6.464575189,6.301199996,13.61,
1981.00,636,3131.78,0.47196,229077.00,0.00,7.40,74.500,6635.7,607.7,95.20001,14.39,0.00,6696,6657.208,7.40,6635.7,0.47196,3131.784972,896.7,767.9836,609.66357,714.84873,709.2,6.471883979,6.312827928,14.39,
1981.25,649,3167.24,0.48081,229580.00,0.00,7.40,0.000,6587.3,617.5,94.70001,14.91,0.00,6734,6712.876,7.40,6587.3,0.48081,3167.239713,911,789.3998,635.53045,704.46029,718.9,6.478491518,6.323720985,14.91,
1981.50,655.2,3261.22,0.48946,230188.00,1.00,7.40,0.000,6662.9,634.6,93,15.05,0.00,6774,6768.959,7.40,6662.9,0.48946,3261.223034,936.6,814.9305,629.40079,714.05457,734.7,6.484387354,6.333866,15.05,
1981.75,678.8,3283.53,0.49863,230817.00,1.00,8.20,0.000,6585.1,624.5,134.4,11.75,0.00,6818,6825.388,8.20,6585.1,0.49863,3283.528413,930.3,849.663,628.65041,805.21064,766.2,6.489561959,6.343250885,11.75,
1982.00,687.4,3273.82,0.50561,231313.00,1.00,8.80,0.000,6475,618.1,149.7,12.81,0.00,6867,6882.214,8.80,6475,0.50561,3273.82475,930,882.5359,608.17305,700.80075,776.8,6.49400672,6.351864619,12.81,
1982.25,701,3331.27,0.5117,231815.00,1.00,9.40,0.000,6510.2,624.6,163.7,12.42,0.00,6918,6939.427,9.40,6510.2,0.5117,3331.26934,943.3,924.5997,604.83972,762.90596,796.1,6.497714733,6.359698035,12.42,
1982.50,714.5,3367.10,0.51907,232393.00,1.00,9.90,0.000,6486.8,614.7,199.5,9.32,0.00,6970,6997.043,9.90,6486.8,0.51907,3367.103276,940.7,974.6385,598.03051,790.5836,821.6,6.500681402,6.366744415,9.32,
1982.75,737.2,3407.77,0.52483,232990.00,1.00,10.70,0.000,6493.1,617.2,228.5,7.91,0.00,7024,7055.002,10.70,6493.1,0.52483,3407.773673,948.2,1030.232,598.4573,819.8361,851.7,6.502905032,6.373000084,7.91,
1983.00,748.8,3480.33,0.52907,233469.00,0.00,10.40,0.000,6578.2,624.3,237.6,8.11,0.00,7075,7113.354,10.40,6578.2,0.52907,3480.328274,961.2,1085.193,606.49952,817.58688,867.5,6.504387327,6.378464895,8.11,
1983.25,761,3583.83,0.53265,233940.00,0.00,10.10,0.000,6728.3,649.9,216.9,8.40,0.00,7126,7172.098,10.10,6728.3,0.53265,3583.828995,1000.8,1137.3,599.26071,805.44948,872.6,6.50513419,6.383143034,8.40,
1983.50,780.9,3692.26,0.53823,234503.00,0.00,9.40,0.000,6860,644.1,246.3,9.14,0.00,7178,7231.239,9.40,6860,0.53823,3692.2578,1008.5,1181.744,645.28077,818.66222,896.8,6.505155417,6.387042704,9.14,
1983.75,772.3,3796.14,0.54219,235073.00,0.00,8.50,0.000,7001.5,660.8,232.3,8.80,0.00,7231,7290.776,8.50,7001.5,0.54219,3796.143285,1036.3,1223.748,664.53706,846.80183,898.3,6.504464402,6.390175826,8.80,
1984.00,794.2,3912.76,0.54796,235529.00,0.00,7.90,0.000,7140.6,694.2,214,9.17,0.00,7287,7350.671,7.90,7140.6,0.54796,3912.763176,1083.9,1264.532,676.75418,860.8392,914.5,6.50307743,6.392557335,9.17,
1984.25,819.2,4014.97,0.55257,235997.00,0.00,7.40,0.000,7266,707.2,222.3,9.80,0.00,7345,7410.994,7.40,7266,0.55257,4014.97362,1107.6,1307,679.17995,880.91672,935.4,6.501012785,6.394204276,9.80,
1984.50,832.7,4087.35,0.55705,236552.00,0.00,7.40,0.000,7337.5,714.1,230.4,10.32,0.00,7405,7471.691,7.40,7337.5,0.55705,4087.354375,1120.5,1348.893,717.40202,881.62541,950.4,6.498290147,6.3951352,10.32,
1984.75,854.7,4147.60,0.56079,237150.00,0.00,7.30,0.000,7396,729.2,250.8,8.80,0.00,7467,7532.771,7.30,7396,0.56079,4147.60284,1145.8,1397.587,732.10793,950.94697,985.8,6.494930093,6.395369664,8.80,
1985.00,874.5,4237.00,0.56724,237601.00,0.00,7.20,0.000,7469.5,782.1,212.5,8.18,0.00,7530,7594.233,7.20,7469.5,0.56724,4236.99918,1209.9,1448.631,751.46736,961.99572,1001.2,6.490954103,6.394928231,8.18,
1985.25,898.5,4302.26,0.57075,238081.00,0.00,7.30,0.000,7537.9,745.8,269,7.46,0.00,7594,7656.117,7.30,7537.9,0.57075,4302.256425,1182.6,1507.3,735.17065,990.80788,1020.9,6.486384464,6.393832368,7.46,
1985.50,924.6,4394.54,0.57406,238681.00,0.00,7.20,0.000,7655.2,783.7,248.1,7.11,0.00,7659,7718.38,7.20,7655.2,0.57406,4394.544112,1229.5,1568.796,754.34534,995.88555,1038.5,6.48124417,6.392104346,7.11,
1985.75,936.1,4453.10,0.57738,239299.00,0.00,7.00,0.000,7712.6,791.3,257.4,7.17,0.00,7724,7781.023,7.00,7712.6,0.57738,4453.100988,1243.9,1630.002,768.49575,995.51426,1054.8,6.475557028,6.389767344,7.17,
1986.00,944.2,4516.33,0.5802,239785.00,0.00,7.00,0.000,7784.1,802.2,251.7,6.90,0.00,7789,7844.063,7.00,7784.1,0.5802,4516.33482,1270.8,1687.317,772.5736,977.45388,1060.5,6.469347565,6.386845348,6.90,
1986.25,965.8,4555.19,0.58252,240275.00,0.00,7.20,0.000,7819.8,805.4,269.6,6.14,0.00,7853,7907.484,7.20,7819.8,0.58252,4555.189896,1271.7,1740.6,781.20544,992.67437,1082,6.462640832,6.383362955,6.14,
1986.50,993,4619.65,0.58487,240858.00,0.00,7.00,0.000,7898.6,819.6,290.9,5.52,0.00,7918,7971.351,7.00,7898.6,0.58487,4619.654182,1295,1785.946,812.89783,1025.3928,1117.8,6.455462412,6.379345373,5.52,
1986.75,994.8,4669.46,0.58813,241454.00,0.00,6.80,-89.400,7939.5,844.5,245.1,5.35,0.00,7982,8035.564,6.80,7939.5,0.58813,4669.458135,1331.6,1821.48,842.2226,976.56271,1096.5,6.447838623,6.374818629,5.35,
1987.00,1008,4736.24,0.5924,241931.00,0.00,6.60,0.000,7995,848.1,248.7001,5.54,0.00,8046,8100.156,6.60,7995,0.5924,4736.238,1338.4,1855.8,866.38805,1004.9026,1104.3,6.439796329,6.36980937,5.54,
1987.25,1025,4821.47,0.59637,242428.00,0.00,6.30,0.000,8084.7,917.3,200.5,5.66,0.00,8111,8165.173,6.30,8084.7,0.59637,4821.472539,1425.7,1889.8,895.63946,1009.21,1125.1,6.431362746,6.364344667,5.66,
1987.50,1036,4900.51,0.6007,243013.00,0.00,6.00,0.000,8158,908.9,211.6,6.04,0.00,8175,8230.595,6.00,8158,0.6007,4900.5106,1418.4,1928.681,879.22973,1015.3624,1128,6.42256525,6.358451824,6.04,
1987.75,1054,5022.64,0.60567,243631.00,0.00,5.80,0.000,8292.7,923.7,217.2,5.86,0.00,8240,8296.358,5.80,8292.7,0.60567,5022.639609,1441.7,1976.877,890.40137,1129.9926,1147.5,6.413431085,6.352158076,5.86,
1988.00,1057,5090.56,0.61043,244130.00,0.00,5.70,-242.000,8339.3,942.4,210.3,5.72,0.00,8305,8362.513,5.70,8339.3,0.61043,5090.558899,1468.7,2012.133,928.36097,1008.5895,1159.8,6.403987074,6.345490305,5.72,
1988.25,1070.8,5207.68,0.61633,244620.00,0.00,5.50,0.000,8449.5,951.3,203.7,6.21,0.00,8370,8429.105,5.50,8449.5,0.61633,5207.680335,1487,2051.6,938.95984,1103.7196,1161.9,6.394259426,6.338474836,6.21,
1988.50,1078.4,5299.45,0.62359,245242.00,0.00,5.50,0.000,8498.3,967.5,191.8,7.01,0.00,8436,8496.082,5.50,8498.3,0.62359,5299.454897,1518.8,2087.958,924.23695,1102.6497,1167.5,6.384273645,6.331137353,7.01,
1988.75,1106.4,5412.73,0.62859,245878.00,0.00,5.30,-58.800,8610.9,988.6,198,7.73,0.00,8501,8563.412,5.30,8610.9,0.62859,5412.725631,1551.6,2123.075,968.61375,1153.2615,1194.9,6.374054342,6.323502697,7.73,
1989.00,1116.9,5527.39,0.6355,246377.00,0.00,5.20,0.000,8697.7,1032.9,176.3,8.54,0.00,8568,8631.119,5.20,8697.7,0.6355,5527.38835,1612.6,2157.563,998.89805,1157.4104,1217.3,6.363625243,6.315594882,8.54,
1989.25,1146.1,5628.45,0.64207,246914.00,0.00,5.20,0.000,8766.1,1033.2,194,8.41,0.00,8634,8699.262,5.20,8766.1,0.64207,5628.449827,1624.1,2190.699,1072.6673,1161.6506,1236.3,6.353008999,6.307436895,8.41,
1989.50,1164.6,5711.51,0.64672,247577.00,0.00,5.20,0.000,8831.5,1046,202.8999,7.84,0.00,8701,8767.75,5.20,8831.5,0.64672,5711.50768,1639,2237.045,997.46973,1191.8523,1257.7,6.3422271,6.299050609,7.84,
1989.75,1180.2,5763.43,0.65122,248276.00,0.00,5.40,-507.600,8850.2,1057.8,203.9,7.65,0.00,8768,8836.651,5.40,8850.2,0.65122,5763.427244,1649.9,2286.735,1006.4033,1182.6572,1271.3,6.331299882,6.290456791,7.65,
1990.00,1214,5890.86,0.65841,248833.00,0.00,5.30,0.000,8947.1,1065.1,234.7,7.76,0.00,8835,8905.89,5.30,8947.1,0.65841,5890.860111,1679.4,2346.22,1040.467,1281.3452,1309.5,6.320246536,6.281675106,7.76,
1990.25,1228.6,5974.63,0.6652,249573.00,0.00,5.30,0.000,8981.7,1081.3,234.2,7.75,0.00,8903,8975.586,5.30,8981.7,0.6652,5974.62684,1699.7,2411.6,1083.492,1356.1175,1330.1,6.309085326,6.272724331,7.75,
1990.50,1240.4,6029.45,0.67114,250441.00,1.00,5.70,0.000,8983.9,1096.9,232,7.48,0.00,8970,9045.576,5.70,8983.9,0.67114,6029.454646,1726.7,2477.518,1049.7677,1313.1716,1340.2,6.297833493,6.263622261,7.48,
1990.75,1270.4,6023.36,0.67622,251343.00,1.00,6.10,112.100,8907.4,1107.2,274.3,6.99,0.00,9037,9115.982,6.10,8907.4,0.67622,6023.362028,1745.7,2547.236,1078.2249,1362.9408,1392.3,6.286507269,6.254385715,6.99,
1991.00,1287.2,6054.85,0.68296,252132.00,1.00,6.60,0.000,8865.6,1099.1,219.3,6.02,0.00,9104,9186.762,6.60,8865.6,0.68296,6054.850176,1738.4,2610.241,1059.4653,1263.7695,1329.4,6.27512229,6.245030954,6.02,
1991.25,1296.6,6143.65,0.68764,252921.00,0.00,6.80,0.000,8934.4,1101.3,278,5.56,0.00,9170,9257.888,6.80,8934.4,0.68764,6143.650816,1750.1,2689,1032.4942,1357.0219,1389.6,6.263694004,6.23557408,5.56,
1991.50,1302.4,6218.49,0.69269,253809.00,0.00,6.90,0.000,8977.3,1110.4,313.1,5.38,0.00,9236,9329.377,6.90,8977.3,0.69269,6218.485937,1771.3,2772.885,1091.4315,1435.5126,1435.4,6.252238183,6.226031552,5.38,
1991.75,1306.5,6279.29,0.69643,254706.00,0.00,7.10,-112.100,9016.4,1120.5,312.7,4.54,0.00,9302,9401.293,7.10,9016.4,0.69643,6279.291452,1793.5,2840.927,1104.0398,1297.5067,1444,6.240771138,6.216420392,4.54,
1992.00,1326.9,6380.81,0.69942,255455.00,0.00,7.40,0.000,9123,1131.2,350.7999,3.89,0.00,9368,9473.546,7.40,9123,0.69942,6380.80866,1810.4,2923.742,1089.2308,1420.3499,1493.2,6.229309826,6.206758299,3.89,
1992.25,1338.7,6492.24,0.70388,256289.00,0.00,7.60,0.000,9223.5,1145.7,360.1001,3.68,0.00,9436,9546.091,7.60,9223.5,0.70388,6492.23718,1838.8,2999.699,1080.13,1372.747,1516.3,6.217872063,6.197063852,3.68,
1992.50,1355.4,6586.57,0.70723,257225.00,0.00,7.60,0.000,9313.2,1153.1,370.3,3.08,0.00,9504,9619.081,7.60,9313.2,0.70723,6586.574436,1851,3064.206,1135.4188,1357.1022,1535,6.206476836,6.187356826,3.08,
1992.75,1360.5,6697.52,0.71201,258140.00,0.00,7.40,0.000,9406.5,1187.4,355.2,3.07,0.00,9575,9692.361,7.40,9406.5,0.71201,6697.522065,1892.7,3138.881,1150.4808,1513.3766,1554.5,6.195144515,6.177658397,3.07,
1993.00,1351.5,6748.22,0.71606,258917.00,0.00,7.10,0.000,9424.1,1178.6,361.7,2.96,0.00,9647,9765.995,7.10,9424.1,0.71606,6748.221046,1882.8,3188.334,1199.0398,1339.1601,1552.2,6.183896862,6.167991154,2.96,
1993.25,1360.9,6829.56,0.72041,259686.00,0.00,7.10,0.000,9480.1,1225.4,322.8,2.97,0.00,9722,9839.972,7.10,9480.1,0.72041,6829.558841,1939.5,3248.399,1132.3965,1427.9051,1560.8,6.172756845,6.158378909,2.97,
1993.50,1370.6,6904.19,0.72475,260563.00,0.00,6.80,0.000,9526.3,1233.1,333.1,3.00,0.00,9799,9914.33,6.80,9526.3,0.72475,6904.185925,1958.5,3297.377,1221.0625,1430.4122,1579,6.161748348,6.148846407,3.00,
1993.75,1381.3,7032.86,0.72853,261421.00,0.00,6.60,0.000,9653.5,1286.8,297.5,3.06,0.00,9877,9989.002,6.60,9653.5,0.72853,7032.864355,2028.5,3347.589,1253.9656,1508.9334,1598.6,6.150896182,6.139419332,3.06,
1994.00,1373.9,7136.27,0.73206,262131.00,0.00,6.60,0.000,9748.2,1284.3,269.1,3.24,0.00,9957,10064.03,6.60,9748.2,0.73206,7136.267292,2034.5,3385.84,1317.6812,1432.0812,1568.7,6.140225796,6.13012402,3.24,
1994.25,1392.4,7269.84,0.73571,262887.00,0.00,6.20,0.000,9881.4,1330.7,243.6,3.99,0.00,10040,10139.31,6.20,9881.4,0.73571,7269.844794,2088.6,3433.1,1241.5548,1475.581,1590.5,6.129763089,6.12098727,3.99,
1994.50,1424.4,7352.30,0.73969,263726.00,0.00,6.00,0.000,9939.7,1339.3,268.7999,4.48,0.00,10124,10214.95,6.00,9939.7,0.73969,7352.296693,2115.4,3477.331,1314.2568,1495.1509,1622.6,6.119534419,6.112036347,4.48,
1994.75,1424.2,7476.65,0.74376,264555.00,0.00,5.60,0.000,10052.5,1363,265.4,5.28,0.00,10208,10290.9,5.60,10052.5,0.74376,7476.6474,2147.6,3519.212,1345.2893,1491.4218,1642.8,6.109566213,6.103298599,5.28,
1995.00,1440,7545.30,0.74803,265270.00,0.00,5.50,0.000,10086.9,1388.4,264.8,5.74,0.00,10293,10367.15,5.50,10086.9,0.74803,7545.303807,2185.5,3561.082,1381.6861,1530.7315,1667.4,6.099884781,6.094801258,5.74,
1995.25,1455.6,7604.94,0.7513201,266008.00,0.00,5.70,0.000,10122.1,1416.7,250.2001,5.60,0.00,10376,10443.76,5.70,10122.1,0.7513201,7604.937184,2210.3,3604.4,1365.9279,1545.6636,1680.9,6.090515923,6.086571056,5.60,
1995.50,1457.3,7706.52,0.75489,266851.00,0.00,5.70,0.000,10208.8,1423.6,224.2001,5.37,0.00,10459,10520.56,5.70,10208.8,0.75489,7706.521032,2234.5,3641.42,1403.6738,1518.4824,1663.3,6.081484837,6.078634128,5.37,
1995.75,1455.7,7799.42,0.75861,267705.00,0.00,5.60,0.000,10281.2,1440.9,227.2999,5.26,0.00,10542,10597.73,5.60,10281.2,0.75861,7799.421132,2260.7,3672.741,1450.3603,1513.1435,1684.2,6.072816333,6.071016224,5.26,
1996.00,1472.9,7893.16,0.76272,268370.00,0.00,5.50,0.000,10348.7,1477.5,236.2001,4.93,0.00,10624,10675.18,5.50,10348.7,0.76272,7893.160464,2311.9,3706.188,1469.0564,1608.9506,1729.9,6.064534838,6.063742714,4.93,
1996.25,1492.5,8061.52,0.76562,269116.00,0.00,5.50,0.000,10529.4,1531.8,189.3999,5.02,0.00,10707,10752.89,5.50,10529.4,0.76562,8061.519228,2378.6,3734.1,1489.1214,1601.3596,1738.7,6.056664306,6.056838499,5.02,
1996.50,1500.5,8159.04,0.76778,269976.00,0.00,5.30,0.000,10626.8,1543.9,174.1,5.10,0.00,10790,10830.84,5.30,10626.8,0.76778,8159.044504,2399,3754.93,1542.6554,1602.4347,1736.4,6.049228127,6.050327913,5.10,
1996.75,1519.8,8287.15,0.77168,270861.00,0.00,5.30,0.000,10739.1,1591.9,128.3999,4.98,0.00,10875,10909.06,5.30,10739.1,0.77168,8287.148688,2460.1,3769.021,1546.7378,1590.4547,1738.2,6.042249136,6.044234736,4.98,
1997.00,1532.2,8402.10,0.77647,271589.00,0.00,5.20,0.000,10820.9,1616.5,117.4,5.06,0.00,10963,10987.5,5.20,10820.9,0.77647,8402.104223,2496.5,3774.891,1599.0262,1611.6453,1753.5,6.035749416,6.038581996,5.06,
1997.25,1552.2,8551.97,0.77857,272349.00,0.00,5.00,0.000,10984.2,1652.2,73.6001,5.05,0.00,11053,11066.23,5.00,10984.2,0.77857,8551.968594,2539.7,3772.3,1628.5088,1599.9292,1745.8,6.029750308,6.033391979,5.05,
1997.50,1559.8,8691.74,0.78135,273234.00,0.00,4.90,0.000,11124,1689,66.5,5.05,0.00,11145,11145.15,4.90,11124,0.78135,8691.7374,2596.2,3760.925,1658.1314,1625.6071,1776.5,6.02427232,6.02868613,5.05,
1997.75,1572.4,8788.31,0.78395,274117.00,0.00,4.70,0.000,11210.3,1711.6,69.19995,5.09,0.00,11240,11224.38,4.70,11210.3,0.78395,8788.314685,2627.5,3745.707,1720.9754,1672.9388,1802.5,6.019334927,6.024484861,5.09,
1998.00,1566.7,8889.75,0.78523,274837.00,0.00,4.60,0.000,11321.2,1745.9,14.5,5.05,0.00,11337,11303.78,4.60,11321.2,0.78523,8889.745876,2674.1,3732.503,1756.5627,1651.2964,1784.1,6.014956482,6.020807457,5.05,
1998.25,1604.4,8994.71,0.7868699,275568.00,0.00,4.40,0.000,11431,1772.2,-5.900024,4.98,0.00,11437,11383.31,4.40,11431,0.7868699,8994.709827,2712,3721.1,1751.2426,1659.9897,1791.4,6.011154017,6.017671876,4.98,
1998.50,1628.6,9146.47,0.78981,276416.00,0.00,4.50,0.000,11580.6,1807.8,-29.1001,4.82,0.00,11539,11463.07,4.50,11580.6,0.78981,9146.473686,2757.7,3714.895,1781.8963,1694.2445,1804.2,6.007943151,6.015094657,4.82,
1998.75,1654.3,9325.69,0.79228,277269.00,0.00,4.40,0.000,11770.7,1833,-23.09998,4.25,0.00,11641,11543.07,4.40,11770.7,0.79228,9325.690196,2807,3699.599,1832.4361,1822.1174,1836.4,6.00533789,6.013090722,4.25,
1999.00,1676,9447.15,0.79624,277993.00,0.00,4.30,15.000,11864.7,1862.7,-54.19995,4.41,0.00,11744,11623.14,4.30,11864.7,0.79624,9447.148728,2841.2,3687.173,1870.0868,1577.4603,1835.9,6.003350732,6.011673475,4.41,
1999.25,1703.7,9556.96,0.79891,278723.00,0.00,4.30,0.000,11962.5,1882.8,-61.70007,4.45,0.00,11843,11703.43,4.30,11962.5,0.79891,9556.960875,2873.3,3632.4,1825.389,1713.5459,1849.7,6.001992572,6.01085471,4.45,
1999.50,1740.2,9712.28,0.8018,279600.00,0.00,4.20,0.000,12113.1,1914,-68.59998,4.65,0.00,11944,11783.94,4.20,12113.1,0.8018,9712.28358,2924.8,3570.384,1957.9308,1742.7057,1873.8,6.001272598,6.010644508,4.65,
1999.75,1784.2,9926.05,0.80547,280463.00,0.00,4.10,0.000,12323.3,1962.2,-63.40002,5.04,0.00,12045,11864.46,4.10,12323.3,0.80547,9926.048451,2992.9,3474.25,1966.5558,1819.1767,1929.5,6.0011983,6.011051238,5.04,
2000.00,1795.1,10031.02,0.81163,281192.00,0.00,4.00,0.000,12359.1,2044.2,-172.4,5.52,0.00,12146,11945.2,4.00,12359.1,0.81163,10031.01633,3100,3410.951,2006.4195,1788.0685,1900.1,6.001775364,6.012081461,5.52,
2000.25,1828.9,10278.38,0.81623,281885.00,0.00,3.90,0.000,12592.5,2057.3,-143.5,5.71,0.00,12253,12025.86,3.90,12592.5,0.81623,10278.37628,3132.7,3409.8,2169.858,1805.8489,1942.2,6.003007576,6.013739824,5.71,
2000.50,1845,10357.48,0.82152,282657.00,0.00,4.00,0.000,12607.7,2076.3,-150.2,6.02,0.00,12362,12106.8,4.00,12607.7,0.82152,10357.4777,3148.2,3385.648,2017.0511,1807.9616,1954,6.004896719,6.016028964,6.02,
2000.75,1868.7,10472.21,0.82593,283450.00,0.00,3.90,0.000,12679.3,2094.9,-143.1,6.02,0.00,12474,12187.76,3.90,12679.3,0.82593,10472.21425,3171.7,3352.039,1916.9709,1821.679,1979.6,6.007442475,6.018949404,6.02,
2001.00,1911.9,10508.10,0.83112,284136.00,0.00,4.20,0.000,12643.3,2113.8,-126.7001,4.82,0.00,12590,12268.85,4.20,12643.3,0.83112,10508.0995,3209.3,3325.149,1960.8529,1920.0183,2015.6,6.010642519,6.02249965,4.82,
2001.25,1958.6,10638.39,0.83699,284818.00,1.00,4.40,0.000,12710.3,2098.2,-80.1001,3.66,0.00,12706,12349.83,4.40,12710.3,0.83699,10638.394,3202.6,3319.6,2069.4533,1901.7248,2048.2,6.014492419,6.02667609,3.66,
2001.50,1965.5,10639.46,0.83973,285574.00,1.00,4.80,97.100,12670.1,1907,148.7,3.17,0.00,12822,12430.94,4.80,12670.1,0.83973,10639.46307,2989.9,3335.62,1760.2422,1909.757,2082,6.018985934,6.031473289,3.17,
2001.75,1999.1,10701.29,0.84227,286336.00,1.00,5.50,0.000,12705.3,2008.3,55.1001,1.91,0.00,12936,12512.11,5.50,12705.3,0.84227,10701.29303,3091,3364.101,2047.0503,1999.9866,2090.3,6.024115207,6.036884186,1.91,
2002.00,2048.3,10834.46,0.84497,286991.00,0.00,5.70,296.300,12822.3,1867.9,257.3,1.72,0.00,13045,12593.18,5.70,12822.3,0.84497,10834.45883,2950.7,3437.099,1856.0135,2048.3503,2152,6.029871162,6.042900487,1.72,
2002.25,2080.6,10934.81,0.84812,287628.00,0.00,5.80,0.000,12893,1868.5,300.8999,1.72,0.00,13151,12674.23,5.80,12893,0.84812,10934.81116,2952.6,3540.399,1749.238,2085.4823,2194.4,6.036244199,6.049513363,1.72,
2002.50,2107.7,11037.05,0.8519,288361.00,0.00,5.70,93.000,12955.8,1869,314.9,1.64,0.00,13255,12755.32,5.70,12955.8,0.8519,11037.04602,2984.4,3620.028,1873.8012,2110.2641,2210.3,6.043224389,6.056713641,1.64,
2002.75,2143.1,11103.80,0.85651,289096.00,0.00,5.90,0.000,12964,1877.1,366.3999,1.33,0.00,13356,12836.28,5.90,12964,0.85651,11103.79564,2999.7,3712.309,1774.2486,2140.1028,2266.4,6.050801567,6.064491898,1.33,
2003.00,2178,11230.16,0.86179,289714.00,0.00,5.90,123.800,13031.2,1890.1,387.7001,1.16,0.00,13454,12917.13,5.90,13031.2,0.86179,11230.15785,3014.1,3810.098,1741.0232,2170.758,2300.3,6.058965222,6.072838356,1.16,
2003.25,2216.9,11370.65,0.86455,290352.00,0.00,6.10,0.000,13152.1,1910.8,475.4,1.04,0.00,13549,12998.04,6.10,13152.1,0.86455,11370.64806,3034.1,3913.399,1740.1829,2218.4708,2406.8,6.067704694,6.081743071,1.04,
2003.50,2231.2,11625.16,0.86934,291071.00,0.00,6.10,41.000,13372.4,1840,543.4001,0.93,0.00,13641,13078.71,6.10,13372.4,0.86934,11625.16222,3011.6,4019.819,1783.2889,2274.2758,2404.1,6.077009166,6.091195927,0.93,
2003.75,2257.3,11816.78,0.87346,291796.00,0.00,5.80,78.200,13528.7,1939.3,469.9999,0.92,0.00,13730,13159.32,5.80,13528.7,0.87346,11816.7783,3132.1,4111.903,1897.5735,2268.7289,2433.4,6.086867851,6.101186826,0.92,
2004.00,2303.1,11988.42,0.88108,292374.00,0.00,5.70,0.000,13606.5,1952.7,508.8,0.92,0.00,13817,13239.75,5.70,13606.5,0.88108,11988.41502,3159.8,4202.627,1918.5324,2289.6659,2485.1,6.097269984,6.111705678,0.92,
2004.25,2343.6,12181.39,0.88875,293000.00,0.00,5.60,25.000,13706.2,2003.3,469,1.08,0.00,13901,13319.91,5.60,13706.2,0.88875,12181.38525,3223.7,4295.5,1921.0612,2338.6936,2496.5,6.108204515,6.122742093,1.08,
